url,rank,company,revenues,revenue_pct_change,profits,profits_pct_change,assets,market_val,rank_change_1000,employees,rank_change_500,sector,industry,hq,website,years_on_fortune500,costs,revenue_pct,cost_pct
https://fortune.com/fortune500/2019/jones-lang-lasalle/,189,Jones Lang LaSalle,16318.4,105.7,484.5,90.6,10025.5,7033.9,167,90000,167,Financials,Real estate,"Chicago, Ill.",http://www.jll.com,5,15833.9,0.5075344532117454,0.49246554678825466
https://fortune.com/fortune500/2019/westrock/,190,WestRock,16285.1,9.6,1906.1,169.1,25360.5,9793.5,4,45100,4,Materials,"Packaging, Containers","Atlanta, Ga.",http://www.westrock.com,8,14379.0,0.531080318678846,0.4689196813211541
https://fortune.com/fortune500/2019/cdw/,191,CDW,16240.5,6.9,643.0,22.9,7167.7,14172.1,2,9019,2,Technology,Information Technology Services,"Lincolnshire, Ill.",http://www.cdw.com,15,15597.5,0.510097996105283,0.489902003894717
https://fortune.com/fortune500/2019/american-electric-power/,192,American Electric Power,16195.7,5.0,1923.8,0.6,68802.8,41312.8,7,17582,7,Energy,Utilities: Gas and Electric,"Columbus, Ohio",http://www.aep.com,25,14271.900000000001,0.5315712428940907,0.46842875710590925
https://fortune.com/fortune500/2019/cognizant-technology-solutions/,193,Cognizant Technology Solutions,16125.0,8.9,2101.0,39.7,15913.0,41665.9,2,281600,2,Technology,Information Technology Services,"Teaneck, N.J.",http://www.cognizant.com,9,14024.0,0.5348436100699857,0.46515638993001424
https://fortune.com/fortune500/2019/d-r-horton/,194,D.R. Horton,16068.0,14.0,1460.3,40.6,14114.6,15452.2,17,8437,17,Engineering & Construction,Homebuilders,"Arlington, Texas",http://www.drhorton.com,17,14607.7,0.523802227822022,0.47619777217797804
https://fortune.com/fortune500/2019/becton-dickinson/,195,Becton Dickinson,15983.0,32.2,311.0,-71.7,53904.0,67193.2,56,76032,56,Health Care,Medical Products and Equipment,"Franklin Lakes, N.J.",http://www.bd.com,53,15672.0,0.5049123361238351,0.49508766387616493
https://fortune.com/fortune500/2019/nordstrom/,196,Nordstrom,15860.0,2.5,564.0,29.1,7886.0,6879.0,13,74000,13,Retailing,General Merchandisers,"Seattle, Wash.",http://www.nordstrom.com,25,15296.0,0.509051226088073,0.4909487739119271
https://fortune.com/fortune500/2019/netflix/,197,Netflix,15794.3,35.1,1211.2,116.7,25974.4,155673.6,64,7100,64,Media,Entertainment,"Los Gatos, Calif.",http://www.netflix.com,5,14583.099999999999,0.5199358733795519,0.48006412662044806
https://fortune.com/fortune500/2019/aramark/,198,Aramark,15789.6,8.1,567.9,51.9,13720.1,7278.1,2,227200,2,Business Services,Diversified Outsourcing Services,"Philadelphia, Pa.",http://www.aramark.com,25,15221.7,0.50915633978582,0.49084366021417997
https://fortune.com/fortune500/2019/texas-instruments/,199,Texas Instruments,15784.0,5.5,5580.0,51.5,17137.0,99559.2,7,29888,7,Technology,Semiconductors and Other Electronic Components,"Dallas, Texas",http://www.ti.com,62,10204.0,0.6073572418039095,0.3926427581960905
https://fortune.com/fortune500/2019/general-mills/,200,General Mills,15740.4,0.8,2131.0,28.6,30624.0,30987.4,18,40000,18,"Food, Beverages & Tobacco",Food Consumer Products,"Minneapolis, Minn.",http://www.generalmills.com,65,13609.4,0.5363034841804715,0.4636965158195286
https://fortune.com/fortune500/2019/supervalu/,201,Supervalu,15679.0,-2.1,45.0,-93.1,4387.0,0.0,21,23000,21,Food & Drug Stores,Food and Drug Stores,"Eden Prairie, Minn.",http://www.supervalu.com,25,15634.0,0.5007185514003768,0.49928144859962315
https://fortune.com/fortune500/2019/colgate-palmolive/,202,Colgate-Palmolive,15544.0,0.6,2400.0,18.6,12161.0,58931.4,18,34500,18,Household Products,Household and Personal Products,"New York, N.Y.",http://www.colgatepalmolive.com,65,13144.0,0.5418293363078639,0.4581706636921361
https://fortune.com/fortune500/2019/goodyear-tire-rubber/,203,Goodyear Tire & Rubber,15475.0,0.6,693.0,100.3,16872.0,4215.6,16,64000,16,Motor Vehicles & Parts,Motor Vehicles and Parts,"Akron, Ohio",http://www.goodyear.com,65,14782.0,0.5114518954291569,0.48854810457084313
https://fortune.com/fortune500/2019/paypal-holdings/,204,PayPal Holdings,15451.0,18.0,2057.0,14.6,43332.0,121826.1,18,21800,18,Business Services,Financial Data Services,"San Jose, Calif.",http://www.paypal.com,4,13394.0,0.5356560929103831,0.4643439070896169
https://fortune.com/fortune500/2019/ppg-industries/,205,PPG Industries,15374.0,2.7,1341.0,-15.7,16015.0,26648.8,14,47300,14,Chemicals,Chemicals,"Pittsburgh, Pa.",http://www.ppg.com,65,14033.0,0.5228006937123814,0.4771993062876186
https://fortune.com/fortune500/2019/omnicom-group/,206,Omnicom Group,15290.2,0.1,1326.4,21.9,24617.0,16327.2,18,70400,18,Business Services,"Advertising, marketing","New York, N.Y.",http://www.omnicomgroup.com,23,13963.800000000001,0.5226704040473098,0.47732959595269026
https://fortune.com/fortune500/2019/celgene/,207,Celgene,15281.0,17.5,4046.0,37.6,35480.0,66242.2,17,8852,17,Health Care,Pharmaceuticals,"Summit, N.J.",http://www.celgene.com,8,11235.0,0.5762935586061246,0.4237064413938754
https://fortune.com/fortune500/2019/jacobs-engineering-group/,208,Jacobs Engineering Group,14984.6,49.5,163.4,-44.4,12645.8,10490.3,89,77600,89,Engineering & Construction,"Engineering, Construction","Dallas, Texas",http://www.jacobs.com,19,14821.2,0.5027410772400003,0.4972589227599997
https://fortune.com/fortune500/2019/ross-stores/,209,Ross Stores,14983.5,6.0,1587.5,16.5,6073.7,34501.8,0,88100,0,Retailing,Specialty Retailers: Apparel,"Dublin, Calif.",http://www.rossstores.com,17,13396.0,0.5279691326485667,0.47203086735143324
https://fortune.com/fortune500/2019/marsh-mclennan/,210,Marsh & McLennan,14950.0,6.6,1650.0,10.6,21578.0,47660.1,2,66000,2,Financials,Diversified Financials,"New York, N.Y.",http://www.mmc.com,25,13300.0,0.5292035398230088,0.47079646017699117
https://fortune.com/fortune500/2019/mastercard/,210,Mastercard,14950.0,19.6,5859.0,49.7,24860.0,241550.3,26,14800,26,Business Services,Financial Data Services,"Purchase, N.Y.",http://www.mastercard.com,11,9091.0,0.6218543321825215,0.3781456678174785
https://fortune.com/fortune500/2019/land-olakes/,212,Land O'Lakes,14936.2,8.7,254.5,-19.0,9124.4,0.0,4,10000,4,"Food, Beverages & Tobacco",Food Consumer Products,"Arden Hills, Minn.",http://www.landolakesinc.com,49,14681.7,0.5042963883327313,0.4957036116672688
https://fortune.com/fortune500/2019/waste-management/,213,Waste Management,14914.0,3.0,1925.0,-1.2,22650.0,44128.7,11,43700,11,Business Services,Waste Management,"Houston, Texas",http://www.wm.com,21,12989.0,0.5344944987994122,0.46550550120058776
https://fortune.com/fortune500/2019/illinois-tool-works/,214,Illinois Tool Works,14768.0,3.2,2563.0,51.9,14870.0,46922.6,10,48000,10,Industrials,Industrial Machinery,"Glenview, Ill.",http://www.itw.com,38,12205.0,0.5475104734363994,0.45248952656360064
https://fortune.com/fortune500/2019/ecolab/,215,Ecolab,14668.2,6.0,1429.1,-5.3,20074.5,50908.2,0,49000,0,Chemicals,Chemicals,"St. Paul, Minn.",http://www.ecolab.com,32,13239.1,0.5256044117488972,0.47439558825110273
https://fortune.com/fortune500/2019/booking-holdings/,216,Booking Holdings,14527.0,14.6,3998.0,70.8,22687.0,78543.2,13,24500,13,Technology,Internet Services and Retailing,"Norwalk, Conn.",http://www.bookingholdings.com,7,10529.0,0.5797812899106003,0.42021871008939976
https://fortune.com/fortune500/2019/cbs/,217,CBS,14514.0,-1.3,1960.0,449.0,21859.0,17727.3,20,14750,20,Media,Entertainment,"New York, N.Y.",http://www.cbscorporation.com,25,12554.0,0.5362051130486183,0.4637948869513817
https://fortune.com/fortune500/2019/parker-hannifin/,218,Parker-Hannifin,14302.4,18.9,1060.8,7.9,15320.1,22201.7,38,57170,38,Industrials,Industrial Machinery,"Cleveland, Ohio",http://www.parker.com,53,13241.6,0.5192564623874528,0.48074353761254723
https://fortune.com/fortune500/2019/principal-financial/,219,Principal Financial,14237.2,1.0,1546.5,-33.1,243036.1,13968.6,9,16475,9,Financials,"Insurance: Life, Health (stock)","Des Moines, Iowa",http://www.principal.com,25,12690.7,0.5287155700964428,0.4712844299035573
https://fortune.com/fortune500/2019/dte-energy/,220,DTE Energy,14212.0,12.7,1120.0,-1.2,36288.0,22854.2,12,10600,12,Energy,Utilities: Gas and Electric,"Detroit, Mich.",http://www.dteenergy.com,25,13092.0,0.5205098154116613,0.4794901845883387
https://fortune.com/fortune500/2019/blackrock/,221,BlackRock,14198.0,13.7,4305.0,-13.4,159573.0,67538.1,16,14900,16,Financials,Securities,"New York, N.Y.",http://www.blackrock.com,12,9893.0,0.5893487194387945,0.4106512805612054
https://fortune.com/fortune500/2019/united-states-steel/,222,United States Steel,14178.0,15.7,1115.0,188.1,10982.0,3378.5,24,29000,24,Materials,Metals,"Pittsburgh, Pa.",http://www.ussteel.com,17,13063.0,0.5204654748357256,0.4795345251642744
https://fortune.com/fortune500/2019/community-health-systems/,223,Community Health Systems,14155.0,-23.4,-788.0,,15859.0,433.5,63,78500,63,Health Care,Health Care: Medical Facilities,"Franklin, Tenn.",http://www.chs.net,13,14943.0,0.4864595504845694,0.5135404495154307
https://fortune.com/fortune500/2019/kinder-morgan/,224,Kinder Morgan,14144.0,3.2,1609.0,779.2,78866.0,45294.8,6,11012,6,Energy,Pipelines,"Houston, Texas",http://www.kindermorgan.com,16,12535.0,0.5301548034034259,0.4698451965965741
https://fortune.com/fortune500/2019/qurate-retail/,225,Qurate Retail,14070.0,35.2,916.0,-62.5,17841.0,6961.7,63,27226,63,Retailing,Internet Services and Retailing,"Englewood, Colo.",http://www.qurateretail.com,15,13154.0,0.5168233911254775,0.48317660887452246
https://fortune.com/fortune500/2019/loews/,226,Loews,14066.0,2.4,636.0,-45.4,78316.0,14920.6,9,17900,9,Financials,Insurance: Property and Casualty (Stock),"New York, N.Y.",http://www.loews.com,31,13430.0,0.5115653185917952,0.48843468140820484
https://fortune.com/fortune500/2019/arconic/,227,Arconic,14014.0,8.1,642.0,,18693.0,8658.4,2,43000,2,Aerospace & Defense,Aerospace and Defense,"New York, N.Y.",http://www.arconic.com,65,13372.0,0.5117213174614766,0.48827868253852336
https://fortune.com/fortune500/2019/stanley-black-decker/,228,Stanley Black & Decker,13982.4,9.7,605.2,-50.6,19408.0,20610.3,0,60767,0,Household Products,"Home Equipment, Furnishings","New Britain, Conn.",http://www.stanleyblackanddecker.com,52,13377.199999999999,0.5110601032178833,0.4889398967821167
https://fortune.com/fortune500/2019/textron/,229,Textron,13972.0,-1.6,1222.0,298.0,14264.0,11846.7,21,35000,21,Aerospace & Defense,Aerospace and Defense,"Providence, R.I.",http://www.textron.com,65,12750.0,0.5228650550108525,0.4771349449891475
https://fortune.com/fortune500/2019/las-vegas-sands/,230,Las Vegas Sands,13729.0,6.6,2413.0,-14.0,22547.0,47247.2,3,51500,3,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, Nev.",http://www.sands.com,10,11316.0,0.5481732880814534,0.4518267119185466
https://fortune.com/fortune500/2019/estee-lauder/,231,Estee Lauder,13683.0,15.7,1108.0,-11.3,12567.0,59790.5,27,46000,27,Household Products,Household and Personal Products,"New York, N.Y.",http://www.elcompanies.com,24,12575.0,0.5210983319369336,0.4789016680630665
https://fortune.com/fortune500/2019/dish-network/,232,DISH Network,13621.3,-5.4,1575.1,-24.9,30587.0,14827.5,29,16000,29,Telecommunications,Telecommunications,"Englewood, Colo.",http://www.dish.com,18,12046.199999999999,0.5306827700399337,0.4693172299600662
https://fortune.com/fortune500/2019/stryker/,233,Stryker,13601.0,9.3,3553.0,248.3,27229.0,73695.7,7,36000,7,Health Care,Medical Products and Equipment,"Kalamazoo, Mich.",http://www.stryker.com,17,10048.0,0.5751194553680917,0.42488054463190833
https://fortune.com/fortune500/2019/kellogg/,234,Kellogg,13547.0,4.8,1336.0,5.3,17780.0,19722.6,8,34000,8,"Food, Beverages & Tobacco",Food Consumer Products,"Battle Creek, Mich.",http://www.kelloggcompany.com,65,12211.0,0.5259336905039211,0.47406630949607886
https://fortune.com/fortune500/2019/biogen/,235,Biogen,13452.9,9.6,4430.7,74.5,25288.9,46498.0,10,7800,10,Health Care,Pharmaceuticals,"Cambridge, Mass.",http://www.biogen.com,10,9022.2,0.5985690831186513,0.40143091688134874
https://fortune.com/fortune500/2019/alcoa/,236,Alcoa,13403.0,15.0,227.0,4.6,15938.0,5224.1,26,14000,26,Materials,Metals,"Pittsburgh, Pa.",http://www.alcoa.com,3,13176.0,0.5042702885736859,0.495729711426314
https://fortune.com/fortune500/2019/anadarko-petroleum/,237,Anadarko Petroleum,13382.0,12.4,615.0,,40376.0,22828.2,20,4700,20,Energy,"Mining, Crude-Oil Production","The Woodlands, Texas",http://www.anadarko.com,19,12767.0,0.5117595319132663,0.4882404680867337
https://fortune.com/fortune500/2019/dominion-energy/,238,Dominion Energy,13366.0,6.2,2447.0,-18.4,77914.0,61281.9,5,16100,5,Energy,Utilities: Gas and Electric,"Richmond, Va.",http://www.dominionenergy.com,25,10919.0,0.5503808935556929,0.4496191064443072
https://fortune.com/fortune500/2019/adp/,239,ADP,13325.8,7.6,1620.8,-6.5,37088.7,69587.5,4,57000,4,Business Services,Diversified Outsourcing Services,"Roseland, N.J.",http://www.adp.com,25,11705.0,0.5323761126292408,0.4676238873707592
https://fortune.com/fortune500/2019/salesforce-com/,240,salesforce.com,13282.0,26.7,1110.0,770.7,30737.0,122103.3,45,35000,45,Technology,Computer Software,"San Francisco, Calif.",http://www.salesforce.com,5,12172.0,0.5218040386579712,0.47819596134202874
https://fortune.com/fortune500/2019/l-brands/,241,L Brands,13236.9,4.8,643.9,-34.5,8090.2,7589.9,10,57200,10,Retailing,Specialty Retailers: Apparel,"Columbus, Ohio",http://www.lb.com,25,12593.0,0.51246423718249,0.48753576281750993
https://fortune.com/fortune500/2019/henry-schein/,242,Henry Schein,13202.0,5.9,535.9,31.9,8500.5,9100.9,4,22600,4,Health Care,Wholesalers: Health Care,"Melville, N.Y.",http://www.henryschein.com,16,12666.1,0.5103583177736285,0.4896416822263715
https://fortune.com/fortune500/2019/newell-brands/,243,Newell Brands,13033.1,-11.6,-6917.9,-351.7,17716.4,6490.1,47,37000,47,Household Products,"Home Equipment, Furnishings","Hoboken, N.J.",http://www.newellbrands.com,31,19951.0,0.3951328064127868,0.6048671935872133
https://fortune.com/fortune500/2019/guardian-life-ins-co-of-america/,244,Guardian Life Ins. Co. of America,13014.9,4.5,464.9,2.1,74053.0,0.0,5,9556,5,Financials,"Insurance: Life, Health (Mutual)","New York, N.Y.",http://www.guardianlife.com,25,12550.0,0.5090925448564242,0.49090745514357575
https://fortune.com/fortune500/2019/bjs-wholesale-club/,245,BJ's Wholesale Club,13007.3,2.0,127.3,153.0,3239.3,3776.6,0,26383,0,Retailing,General Merchandisers,"Westborough, Mass.",http://www.bjs.com,15,12880.0,0.5024587345918655,0.4975412654081345
https://fortune.com/fortune500/2019/bbt-corp/,246,BB&T Corp.,12996.0,6.9,3237.0,35.2,225697.0,35541.0,4,35852,4,Financials,Commercial Banks,"Winston-Salem, N.C.",http://www.bbt.com,21,9759.0,0.5711272247857614,0.4288727752142386
https://fortune.com/fortune500/2019/state-street-corp/,247,State Street Corp.,12973.0,10.2,2599.0,19.4,244626.0,24919.6,12,40142,12,Financials,Commercial Banks,"Boston, Mass.",http://www.statestreet.com,24,10374.0,0.5556602561356919,0.444339743864308
https://fortune.com/fortune500/2019/viacom/,248,Viacom,12943.0,-2.4,1719.0,-8.3,23783.0,11530.7,27,10880,27,Media,Entertainment,"New York, N.Y.",http://www.viacom.com,14,11224.0,0.5355650266892871,0.46443497331071293
https://fortune.com/fortune500/2019/ameriprise-financial/,249,Ameriprise Financial,12924.0,7.0,2098.0,41.8,137216.0,17345.1,3,14062,3,Financials,Diversified Financials,"Minneapolis, Minn.",http://www.ameriprise.com,13,10826.0,0.5441684210526315,0.4558315789473684
https://fortune.com/fortune500/2019/core-mark-holding/,250,Core-Mark Holding,12903.9,5.6,45.5,35.8,1666.1,1703.2,3,8087,3,Wholesalers,Wholesalers: Food and Grocery,"South San Francisco, Calif.",http://www.core-mark.com,10,12858.4,0.5008830733280801,0.4991169266719198
https://fortune.com/fortune500/2019/reinsurance-group-of-america/,251,Reinsurance Group of America,12875.7,2.9,715.8,-60.7,64535.2,8922.0,17,2767,17,Financials,"Insurance: Life, Health (stock)","Chesterfield, Mo.",http://www.rgare.com,10,12159.900000000001,0.5142956430043618,0.48570435699563824
https://fortune.com/fortune500/2019/vf/,252,VF,12862.3,3.7,658.6,7.1,10311.3,34382.1,10,69000,10,Apparel,Apparel,"Greensboro, N.C.",http://www.vfc.com,50,12203.699999999999,0.5131373174818479,0.486862682518152
https://fortune.com/fortune500/2019/discover-financial-services/,253,Discover Financial Services,12848.0,11.3,2742.0,30.6,109553.0,23215.1,10,16600,10,Financials,Commercial Banks,"Riverwoods, Ill.",http://www.discover.com,11,10106.0,0.559728151956086,0.4402718480439139
https://fortune.com/fortune500/2019/global-partners/,254,Global Partners,12672.6,42.1,103.9,76.9,2424.3,668.4,77,2500,77,Wholesalers,Wholesalers: Diversified,"Waltham, Mass.",http://www.globalp.com,13,12568.7,0.5020581348821177,0.4979418651178822
https://fortune.com/fortune500/2019/edison-international/,255,Edison International,12657.0,2.7,-423.0,-174.9,56715.0,20174.2,11,12574,11,Energy,Utilities: Gas and Electric,"Rosemead, Calif.",http://www.edisoninvestor.com,25,13080.0,0.491782259004546,0.508217740995454
https://fortune.com/fortune500/2019/oneok/,256,Oneok,12593.2,3.4,1151.7,197.0,18231.7,28746.9,7,2684,7,Energy,Pipelines,"Tulsa, Okla.",http://www.oneok.com,17,11441.5,0.5239591091213953,0.4760408908786047
https://fortune.com/fortune500/2019/murphy-usa/,257,Murphy USA,12524.0,15.4,213.6,-12.9,2360.8,2755.6,22,6800,22,Retailing,Specialty Retailers: Other,"El Dorado, Ark.",http://www.murphyusa.com,6,12310.4,0.5043004864220597,0.49569951357794023
https://fortune.com/fortune500/2019/bed-bath-beyond/,258,Bed Bath & Beyond,12349.3,1.1,424.9,-38.0,7040.8,2335.7,10,65000,10,Retailing,Specialty Retailers: Other,"Union, N.J.",http://www.bedbathandbeyond.com,16,11924.4,0.5087522709764066,0.4912477290235935
https://fortune.com/fortune500/2019/consolidated-edison/,259,Consolidated Edison,12337.0,2.5,1382.0,-9.4,53920.0,27230.6,4,15307,4,Energy,Utilities: Gas and Electric,"New York, N.Y.",http://www.conedison.com,25,10955.0,0.5296668383994505,0.47033316160054955
https://fortune.com/fortune500/2019/csx/,260,CSX,12250.0,7.4,3309.0,-39.5,36729.0,60805.2,5,22475,5,Transportation,Railroads,"Jacksonville, Fla.",http://www.csx.com,25,8941.0,0.5780755981312822,0.4219244018687178
https://fortune.com/fortune500/2019/j-c-penney/,261,J.C. Penney,12019.0,-3.9,-255.0,,7721.0,471.4,26,95000,26,Retailing,General Merchandisers,"Plano, Texas",http://www.jcpenney.com,25,12274.0,0.4947515745276417,0.5052484254723583
https://fortune.com/fortune500/2019/lkq/,262,LKQ,11876.7,20.6,480.1,-10.0,11393.4,8926.4,38,51000,38,Wholesalers,Wholesalers: Diversified,"Chicago, Ill.",http://www.lkqcorp.com,6,11396.6,0.5103143946066951,0.48968560539330475
https://fortune.com/fortune500/2019/firstenergy/,263,FirstEnergy,11864.0,-12.9,1348.0,,40063.0,22059.6,44,12494,44,Energy,Utilities: Gas and Electric,"Akron, Ohio",http://www.firstenergycorp.com,24,10516.0,0.5301161751563896,0.46988382484361035
https://fortune.com/fortune500/2019/steel-dynamics/,264,Steel Dynamics,11821.8,23.9,1258.4,54.8,7703.6,7862.8,48,8200,48,Materials,Metals,"Fort Wayne, Ind.",http://www.steeldynamics.com,10,10563.4,0.5281078569769312,0.47189214302306887
https://fortune.com/fortune500/2019/lithia-motors/,265,Lithia Motors,11821.4,17.2,265.7,8.4,5384.0,2147.0,29,13643,29,Retailing,"Automotive Retailing, Services","Medford, Ore.",http://www.lithiainvestorrelations.com,5,11555.699999999999,0.5056829119095183,0.4943170880904817
https://fortune.com/fortune500/2019/mgm-resorts-international/,266,MGM Resorts International,11763.1,9.2,466.8,-76.2,30210.7,13777.3,14,74500,14,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, Nev.",http://www.mgmresorts.com,19,11296.300000000001,0.5101216857333668,0.48987831426663314
https://fortune.com/fortune500/2019/tenneco/,267,Tenneco,11763.0,26.8,55.0,-73.4,13232.0,1793.2,53,81000,53,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, Ill.",http://www.tenneco.com,54,11708.0,0.5011716586425802,0.49882834135741977
https://fortune.com/fortune500/2019/nvidia/,268,Nvidia,11716.0,20.6,4141.0,35.9,13292.0,108813.4,38,13277,38,Technology,Semiconductors and Other Electronic Components,"Santa Clara, Calif.",http://www.nvidia.com,3,7575.0,0.6073298429319371,0.39267015706806285
https://fortune.com/fortune500/2019/sempra-energy/,269,Sempra Energy,11687.0,4.3,1049.0,309.8,60638.0,34508.6,2,16823,2,Energy,Utilities: Gas and Electric,"San Diego, Calif.",http://www.sempra.com,21,10638.0,0.5234938409854424,0.4765061590145577
https://fortune.com/fortune500/2019/farmers-insurance-exchange/,270,Farmers Insurance Exchange,11650.4,-3.5,-70.5,,17016.3,0.0,17,12740,17,Financials,Insurance: Property and Casualty (Mutual),"Woodland Hills, Calif.",http://www.farmers.com,5,11720.9,0.4984917398689846,0.5015082601310153
https://fortune.com/fortune500/2019/ball/,271,Ball,11635.0,5.9,454.0,21.4,16554.0,19335.0,6,17500,6,Materials,"Packaging, Containers","Broomfield, Colo.",http://www.ball.com,42,11181.0,0.5099491584852734,0.4900508415147265
https://fortune.com/fortune500/2019/group-1-automotive/,272,Group 1 Automotive,11601.4,4.3,157.8,-26.1,5001.1,1186.6,1,14570,1,Retailing,"Automotive Retailing, Services","Houston, Texas",http://www.group1auto.com,19,11443.6,0.5034237361683662,0.4965762638316338
https://fortune.com/fortune500/2019/unum-group/,273,Unum Group,11598.5,2.8,523.4,-47.4,61875.6,7260.8,6,9600,6,Financials,"Insurance: Life, Health (stock)","Chattanooga, Tenn.",http://www.unum.com,24,11075.1,0.5115420577235199,0.4884579422764802
https://fortune.com/fortune500/2019/xcel-energy/,274,Xcel Energy,11537.0,1.2,1261.0,9.8,45987.0,28903.8,8,11068,8,Energy,Utilities: Gas and Electric,"Minneapolis, Minn.",http://www.xcelenergy.com,23,10276.0,0.5289047815522854,0.4710952184477147
https://fortune.com/fortune500/2019/reliance-steel-aluminum/,275,Reliance Steel & Aluminum,11534.5,18.7,633.7,3.3,8044.9,6054.5,30,15600,30,Materials,Metals,"Los Angeles, Calif.",http://www.rsac.com,13,10900.8,0.5141228332137302,0.48587716678626985
https://fortune.com/fortune500/2019/huntsman/,276,Huntsman,11527.0,8.8,337.0,-47.0,7953.0,5251.9,6,10000,6,Chemicals,Chemicals,"The Woodlands, Texas",http://www.huntsman.com,14,11190.0,0.5074173526433948,0.4925826473566052
https://fortune.com/fortune500/2019/norfolk-southern/,277,Norfolk Southern,11458.0,8.6,2666.0,-50.7,36239.0,49860.3,7,26662,7,Transportation,Railroads,"Norfolk, Va.",http://www.norfolksouthern.com,25,8792.0,0.5658271604938272,0.43417283950617286
https://fortune.com/fortune500/2019/laboratory-corp-of-america/,278,Laboratory Corp. of America,11333.4,8.5,883.7,-30.3,16185.3,15095.8,8,61000,8,Health Care,Health Care: Pharmacy and Other Services,"Burlington, N.C.",http://www.labcorp.com,10,10449.699999999999,0.5202840734330743,0.47971592656692574
https://fortune.com/fortune500/2019/corning/,279,Corning,11290.0,11.6,1066.0,,27505.0,25990.7,14,51500,14,Industrials,"Electronics, Electrical Equip.","Corning, N.Y.",http://www.corning.com,64,10224.0,0.5247745653992749,0.4752254346007251
https://fortune.com/fortune500/2019/expedia-group/,280,Expedia Group,11223.0,11.6,406.0,7.4,18033.0,17515.6,15,24500,15,Retailing,Internet Services and Retailing,"Bellevue, Wash.",http://www.expediagroup.com,5,10817.0,0.5092105263157894,0.49078947368421055
https://fortune.com/fortune500/2019/autozone/,281,AutoZone,11221.1,3.1,1337.5,4.4,9347.0,25487.9,3,72450,3,Retailing,Specialty Retailers: Other,"Memphis, Tenn.",http://www.autozone.com,21,9883.6,0.5316872544978133,0.4683127455021867
https://fortune.com/fortune500/2019/w-w-grainger/,282,W.W. Grainger,11221.0,7.6,782.0,33.5,5873.0,16732.7,5,23850,5,Wholesalers,Wholesalers: Diversified,"Lake Forest, Ill.",http://www.grainger.com,25,10439.0,0.5180517082179132,0.4819482917820868
https://fortune.com/fortune500/2019/quanta-services/,283,Quanta Services,11171.4,18.0,293.3,-6.9,7075.8,5336.2,33,39200,33,Engineering & Construction,"Engineering, Construction","Houston, Texas",http://www.quantaservices.com,7,10878.1,0.5066509444658609,0.4933490555341391
https://fortune.com/fortune500/2019/crown-holdings/,284,Crown Holdings,11151.0,28.2,439.0,35.9,15262.0,7384.9,54,33429,54,Materials,"Packaging, Containers","Yardley, Pa.",http://www.crowncork.com,65,10712.0,0.5100397932580158,0.48996020674198415
https://fortune.com/fortune500/2019/office-depot/,285,Office Depot,11130.0,3.5,104.0,-42.5,6166.0,1971.9,4,44000,4,Retailing,Specialty Retailers: Other,"Boca Raton, Fla.",http://www.officedepot.com,25,11026.0,0.5023469940422459,0.4976530059577541
https://fortune.com/fortune500/2019/baxter-international/,286,Baxter International,11127.0,5.4,1624.0,126.5,15641.0,41558.9,3,50000,3,Health Care,Medical Products and Equipment,"Deerfield, Ill.",http://www.baxter.com,49,9503.0,0.5393601551139118,0.4606398448860882
https://fortune.com/fortune500/2019/lam-research/,287,Lam Research,11077.0,38.2,2380.7,40.2,12479.5,27315.8,67,10900,67,Technology,Semiconductors and Other Electronic Components,"Fremont, Calif.",http://www.lamresearch.com,4,8696.3,0.560199865475161,0.439800134524839
https://fortune.com/fortune500/2019/entergy/,288,Entergy,11009.5,-0.6,848.7,106.2,48275.1,18214.6,14,13688,14,Energy,Utilities: Gas and Electric,"New Orleans, La.",http://www.entergy.com,25,10160.8,0.520044590771033,0.47995540922896696
https://fortune.com/fortune500/2019/charles-schwab/,289,Charles Schwab,10989.0,22.6,3507.0,49.0,296482.0,57051.3,41,19500,41,Financials,Securities,"San Francisco, Calif.",http://www.aboutschwab.com,21,7482.0,0.5949325970440149,0.40506740295598503
https://fortune.com/fortune500/2019/l3-technologies/,290,L3 Technologies,10841.0,-1.5,1005.0,48.4,13518.0,16368.2,14,31000,14,Aerospace & Defense,Aerospace and Defense,"New York, N.Y.",http://www.l3t.com,17,9836.0,0.524302364946559,0.47569763505344104
https://fortune.com/fortune500/2019/nrg-energy/,291,NRG Energy,10797.0,-4.2,268.0,,10628.0,11850.9,22,4862,22,Energy,Energy,"Princeton, N.J.",http://www.nrg.com,13,10529.0,0.5062834099221607,0.49371659007783925
https://fortune.com/fortune500/2019/live-nation-entertainment/,292,Live Nation Entertainment,10787.8,4.4,60.2,,8496.9,13400.5,2,16000,2,Media,Entertainment,"Beverly Hills, Calif.",http://www.livenationentertainment.com,10,10727.599999999999,0.5013989979270662,0.4986010020729338
https://fortune.com/fortune500/2019/universal-health-services/,293,Universal Health Services,10772.3,-4.5,779.7,3.6,11265.5,12144.3,25,75650,25,Health Care,Health Care: Medical Facilities,"King of Prussia, Pa.",http://www.uhsinc.com,16,9992.599999999999,0.5187744703803052,0.4812255296196948
